Keyword;Search Volume;CPC;Competition;Number of Results;Trends
ai phone receptionist;390;18.09;0.7;65400000;0.44,0.23,0.29,0.81,0.81,0.67,0.67,0.67,0.67,0.54,0.81,1.00
